user_id,chatter_login
190835892,1wvww
190835892,1yun123
190835892,2000twinsboy
190835892,200104_
190835892,2001ajk2
190835892,2002lse
190835892,2002tjwlsgur
190835892,2002wonwon
190835892,200303201
190835892,20070315
190835892,200732
190835892,2008zero
190835892,2.01E+11
190835892,200sus
190835892,2011best90
190835892,20160503
190835892,20181118dlwlrma
190835892,2019191919
190835892,201921050
190835892,2020
190835892,20201124
190835892,2020keyplayer
190835892,2020t1fighting
190835892,2020tofhdnj
190835892,2020twins
190835892,2020wawa123
190835892,20210106
190835892,2021mid
190835892,20220222
190835892,2022sugood
190835892,208914
190835892,20_0822
190835892,20cjanuary
190835892,20dae
190835892,20sh15
190835892,20toty
190835892,20won04
190835892,212jenn
190835892,21c_hope_gombo
190835892,21core
190835892,21cwanderer
190835892,21honest
190835892,2200th
190835892,2215
190835892,221dbs
190835892,22317431
190835892,2232111
190835892,2233wwee
190835892,225kbh
190835892,22nino22
190835892,22ss2323
190835892,22su
190835892,233111gogo
190835892,234ehrhl
190835892,236rp
190835892,23choieliot
190835892,2421432
190835892,2435tt
190835892,244hee
190835892,24676775
190835892,247vkddl
190835892,252rkdgusrb
190835892,25748390ddad
190835892,2579khj
190835892,2589ert
190835892,2662941
190835892,26773181
190835892,269466a
190835892,26liverty
190835892,2722720
190835892,27nav
190835892,27robin_
190835892,2810jang
190835892,282_jhc
190835892,28fs1e3t6
190835892,29484828358
190835892,294quatz47
190835892,29knoohs
190835892,2_28_j
190835892,2_gang7
190835892,2_solet
190835892,2_yeon_ju_
190835892,2after_glow_2
190835892,2ashurei2
190835892,2b4b
190835892,2bang_22
190835892,2bin2002
190835892,2bnk
190835892,2bstar
190835892,2bumbe
190835892,2c2salty
190835892,2chanbong2
190835892,2chaned
190835892,2changwoo
190835892,2cheonghalove
190835892,2chi1
190835892,2cksdud2
190835892,2.00E+106
190835892,2eego
190835892,2ereng2
190835892,2flower_uh
190835892,2ge_naya
190835892,2gun0
190835892,2hadown
190835892,2henryy
190835892,2hi0
190835892,2hwooo
190835892,2hyeongjun
190835892,2hyeonseop
190835892,2ingyeo
190835892,2jaramsz
190835892,2jekang
190835892,2jh10003
190835892,2js1111
190835892,2-Jun-44
190835892,2junbok
190835892,2kh2804
190835892,2mat2mat
190835892,2mitation
190835892,2msoo
190835892,2n00msiky
190835892,2ndflux
190835892,2ndpktmon
190835892,2ni486
190835892,2olution
190835892,2overtime
190835892,2poch1
190835892,2qnf9m
190835892,2ra_eun
190835892,2real0909
190835892,2sdfix
190835892,2sh0415
190835892,2shyly
190835892,2simsim2
190835892,2sovok
190835892,2ssoko
190835892,2sungho
190835892,2toooo
190835892,2twomoon
190835892,2uunn
190835892,2wkdgml99
190835892,2wldjs
190835892,2wooooooo
190835892,2xian
190835892,2yulee
190835892,2yuni
190835892,2yuuki2
190835892,2zam
190835892,301gyung
190835892,303586856
190835892,3038482
190835892,309hsy
190835892,30gq45375a34h
190835892,30ironman
190835892,30stellar
190835892,313cjh
190835892,3142hse
190835892,31akaatec
190835892,31xr
190835892,322wldn
190835892,3235as
190835892,325627451
190835892,3272jh
190835892,32768elel
190835892,32slime
190835892,3301135
190835892,332_o3o
190835892,3334520
190835892,3336553212
190835892,33530506
190835892,335fg
190835892,3387pp
190835892,33eq
190835892,342810
190835892,34qazwsx21
190835892,34uj
190835892,350zz
190835892,3560hys
190835892,360dce97
190835892,3618kbs0306
190835892,365jester
190835892,3699
190835892,369sin
190835892,375thousand
190835892,3798841
190835892,38162121
190835892,3838love
190835892,38kawaii
190835892,39503922asd
190835892,3960x
190835892,3b8gn
190835892,3b_ay
190835892,3back_oldman
190835892,3castle_alien
190835892,3euan
190835892,3flag
190835892,3hector33
190835892,3ki1khu
190835892,3lack3lank
190835892,3ndless317
190835892,3rdeye222
190835892,3rine
190835892,3rlatmdgus
190835892,3stepfor0
190835892,3stokki
190835892,3urur
190835892,3wr3wr
190835892,3xty321
190835892,3yecvtcher
190835892,3yomi
190835892,3zealseraphrod
190835892,400bang
190835892,400cecchino
190835892,4048701
190835892,40seasons
190835892,412sehun
190835892,416dy
190835892,419ksw
190835892,419math
190835892,41memo
190835892,41paca
190835892,420ssun
190835892,42144
190835892,4217jh
190835892,421ysh
190835892,422hee
190835892,4254min
190835892,42bradley
190835892,431505
190835892,4382yun
190835892,444qqq
190835892,4465663
190835892,44822166
190835892,44giselle
190835892,44lear
190835892,451625
190835892,456636
190835892,45791123
190835892,4589z
190835892,460073
190835892,467253
190835892,474500sk
190835892,4858ab
190835892,4869holmesz
190835892,48875148
190835892,49ubgs
190835892,4_muohae_1st
190835892,4_smooth_life
190835892,4blessgamer7
190835892,4ck28
190835892,4dollers2
190835892,4doran
190835892,4ever0315
190835892,4ever5678
190835892,4felixs2
190835892,4fruit
190835892,4ggonggal
190835892,4hsnim
190835892,4l3x1004
190835892,4leaf04
190835892,4modatup
190835892,4r_4r
190835892,4rashi4
190835892,4rirang
190835892,4sanagi
190835892,4tector
190835892,501av
190835892,503300
190835892,512kimbro
190835892,512wkd
190835892,515kk
190835892,51faith
190835892,5211gnayrnah
190835892,5232428
190835892,52526ush
190835892,5252greenjjang
190835892,5252vlog
190835892,525kr
190835892,527hohohaha
190835892,528491
190835892,529edisons
190835892,52kt
190835892,535754
190835892,53761
190835892,53bong
190835892,53ksyang
190835892,5417695
190835892,54korjor
190835892,555kim5
190835892,555s555
190835892,55942942
190835892,55almon
190835892,55caramel
190835892,565645zxc
190835892,566251ff
190835892,56rtgrdf
190835892,56rufhcb
190835892,5720617
190835892,5728jin
190835892,57gun57
190835892,583917k
190835892,583937
190835892,58739
190835892,5951kim
190835892,5959song
190835892,59697978
190835892,5_00am
190835892,5_gok
190835892,5aries
190835892,5cataa
190835892,5chyo
190835892,5dobi
190835892,5duk2
190835892,5ggyyt
190835892,5heryeojoah
190835892,5joohn
190835892,5minute
190835892,5pairs_of_socks
190835892,5pallove
190835892,5randy
190835892,5rial
190835892,5sk2ql
190835892,5tarfrogsplash
190835892,5thamw
190835892,5the
190835892,5tkdlzh
190835892,5verlord
190835892,5wjdgh
190835892,601cool713
190835892,6031535
190835892,603501
190835892,60sal
190835892,613yoo
190835892,615432
190835892,6154hk
190835892,617aaa
190835892,6247mi725
190835892,62863302
190835892,6289294936
190835892,631955
190835892,63553664
190835892,6369bhs
190835892,645028
190835892,64shime
190835892,64tankk
190835892,656mm
190835892,660660chu
190835892,66cm_
190835892,67682
190835892,677283__
190835892,67hj72
190835892,6854132
190835892,690424
190835892,6974746969
190835892,69748692
190835892,6995bs
190835892,6_goodluck
190835892,6b6bwoto
190835892,6beom
190835892,6k2y
190835892,6lati
190835892,6n23rkrk
190835892,6or1
190835892,6su21006
190835892,6un5og
190835892,6va0
190835892,6villainx9
190835892,6worry
190835892,6xoriginals
190835892,700787
190835892,703as
190835892,7040zxc
190835892,704jm
190835892,7077ok
190835892,710616
190835892,7159poul
190835892,718boxster
190835892,73037148
190835892,73528a
190835892,7358_
190835892,73836697
190835892,73_americano
190835892,74tyolro
190835892,7523hxhzla
190835892,7577sj
190835892,777655256
190835892,777gks
190835892,77cho
190835892,77dlckdghks
190835892,77gudtjdals
190835892,77rzzz
190835892,77tmdrn
190835892,77ullry
190835892,78543s
190835892,7899_
190835892,789weg
190835892,7963972
190835892,79tfrg
190835892,7amad77
190835892,7bok2
190835892,7chaddong7
190835892,7chloey7
190835892,7diaran
190835892,7dnjf10dlf
190835892,7eese
190835892,7elepathy
190835892,7etgr
190835892,7iiia
190835892,7jinsejin7
190835892,7kima8
190835892,7lavega7
190835892,7pepsiman
190835892,7pinestreet
190835892,7rang
190835892,7seong17bin
190835892,7sing_
190835892,7sjymnk
190835892,7times
190835892,7xxeng
190835892,7z7z987
190835892,7zmeister
190835892,803571
190835892,80kidz12
190835892,8123kyw
190835892,8128p
190835892,816craft
190835892,8.21E+11
190835892,824kobe248
190835892,828kjh2
190835892,82byunghun
190835892,8301ha
190835892,831chris
190835892,83rockgi
190835892,83wogns
190835892,8434kkm
190835892,846312
190835892,84cc
190835892,84chunil
190835892,852shing
190835892,85uiop46
190835892,860107
190835892,8621765
190835892,862dmsrb
190835892,86jungwoo
190835892,86tobylin
190835892,875456
190835892,87788
190835892,87wesley
190835892,880043
190835892,888_yuiiii
190835892,88min2
190835892,8911cos
190835892,893456
190835892,899yoon
190835892,89chok
190835892,8akaza
190835892,8girim
190835892,8hj08033
190835892,8minkuri
190835892,8skyness8
190835892,8t8k
190835892,8toenail
190835892,8ttruck
190835892,8x_year_oldman
190835892,9000290002
190835892,900225sky
190835892,9009k
190835892,900dbye
190835892,9010delta
190835892,90790700
190835892,9080sh
190835892,90kitae09
190835892,90nlights
190835892,90smkang
190835892,90spoon
190835892,913045aken
190835892,9131eun
190835892,917sub
190835892,91asm
190835892,91geem
190835892,91pjin
190835892,920885
190835892,921019
190835892,92clipse
190835892,92junko
190835892,92korean
190835892,937461
190835892,93_hcir
190835892,93doyeon
190835892,93wnsgur
190835892,941222bjh
190835892,941225
190835892,9428jo
190835892,94357
190835892,9487dxd
190835892,949263
190835892,94bro
190835892,94gusa
190835892,94lambhs
190835892,94sung
190835892,94tktkf
190835892,94ywoo
190835892,9527moon
190835892,95572002
190835892,9599_
190835892,95dnjsgur
190835892,95gong
190835892,95swyoo
190835892,9610fk12
190835892,9615ckd
190835892,96325ss
190835892,963qkr
190835892,964747
190835892,970701
190835892,979797979797979u
190835892,979797ss
190835892,9797jason
190835892,97989798
190835892,97jong
190835892,97leavekim
190835892,97prada
190835892,97sg97
190835892,97sstone
190835892,97sykim
190835892,97whdals
190835892,9800h
190835892,980605
190835892,9806peter
190835892,9822tom
190835892,9836dong
190835892,9.87E+17
190835892,9889pp
190835892,98980925
190835892,98billion
190835892,98cristy
190835892,98jun14
190835892,98ktx
190835892,98para
190835892,98vic
190835892,99005740
190835892,990110jin
190835892,991119gustjr
190835892,99114819
190835892,1.00E+12
190835892,9999paka
190835892,99_ong
190835892,99bwyi
190835892,99dml
190835892,99hamm
190835892,99hyo99
190835892,99littlemac
190835892,99mkkim
190835892,99nmje
190835892,99pros
190835892,99shame
190835892,9aang
190835892,9aba
190835892,9anggu
190835892,9ar1ic
190835892,9drix
190835892,9hak9
190835892,9ift
190835892,9iseon9
190835892,9ja1ewan
190835892,9meng
190835892,9nar
190835892,9oodpb
190835892,9sjymnk
190835892,9thlives
190835892,9uri
190835892,9wingno4
190835892,9xari
190835892,a003536
190835892,a0052017
190835892,a0075772
190835892,a0095678
190835892,a0102zs
190835892,a01304471
190835892,a02010201
190835892,a02233467
190835892,a030303z
190835892,a0725sun
190835892,a0807a
190835892,a0928533381
190835892,a09yhyh
190835892,a103b302
190835892,a1041003
190835892,a104210a
190835892,a1061602
190835892,a11en_chen
190835892,a1228510
190835892,a12345165
190835892,a12358741
190835892,a12d1234
190835892,a13356965883
190835892,a13517
190835892,a17635
190835892,a190000
190835892,a1926313
190835892,a1a2a3a4a0
190835892,a1a2a3a4u
190835892,a1ba27
190835892,a1c1b1
190835892,a1ka1
190835892,a1phatik
190835892,a1tersist
190835892,a1w1e1
190835892,a1waysa
190835892,a2036088
190835892,a205879
190835892,a21cyk
190835892,a22272
190835892,a2350271
190835892,a25027
190835892,a26419733
190835892,a2668917
190835892,a2713
190835892,a2800916
190835892,a28475257
190835892,a2gis0506
190835892,a3067487
190835892,a30823
190835892,a3100611
190835892,a32023202
190835892,a32628742
190835892,a3406702
190835892,a35473
190835892,a37371314
190835892,a38350908
190835892,a391950
190835892,a3_3a
190835892,a4121240
190835892,a44399
190835892,a462153
190835892,a4683834
190835892,a48861750
190835892,a499915746
190835892,a4bo
190835892,a4dascv
190835892,a50037849
190835892,a5150676
190835892,a5305133
190835892,a541124663871
190835892,a5629722
190835892,a5654001
190835892,a5916419
190835892,a5sb
190835892,a6282
190835892,a635400
190835892,a654321987
190835892,a6570809
190835892,a66350135
190835892,a7482357
190835892,a7604
190835892,a7864
190835892,a7881
190835892,a789211
190835892,a797003
190835892,a7qkrck
190835892,a820321324
190835892,a8349
190835892,a856730
190835892,a8662244
190835892,a8674123
190835892,a881123
190835892,a889988
190835892,a8941930
190835892,a90409
190835892,a90620027
190835892,a9376a
190835892,a9384689
190835892,a94102
190835892,a9443c1
190835892,a963939
190835892,a97425500
190835892,a977623
190835892,a____yo
190835892,a_clear_day
190835892,a_gucci_m_
190835892,a_it18
190835892,a_pantimos
190835892,a_reu
190835892,a_ron107
190835892,a_s_king
190835892,a_zero03
190835892,a_zin_
190835892,aa010121
190835892,aa040923
190835892,aa101000
190835892,aa1070aa
190835892,aa1608
190835892,aa1633
190835892,aa1712
190835892,aa2219
190835892,aa23986
190835892,aa3587
190835892,aa432511
190835892,aa4672
190835892,aa51322
190835892,aa6642
190835892,aa67221
190835892,aa890987
190835892,aa8917001
190835892,aa9339
190835892,aa940561
190835892,aa954088
190835892,aa9881229
190835892,aaa0777
190835892,aaa43
190835892,aaa4357
190835892,aaa4938
190835892,aaa5388
190835892,aaa7171
190835892,aaa928
190835892,aaa9508091
190835892,aaaa3487
190835892,aaaa6062
190835892,aaaa6432
190835892,aaaa706
190835892,aaaa8523
190835892,aaaaaa62
190835892,aaaaaaa0123
190835892,aaaaas
190835892,aaaakk1020
190835892,aaaaloft
190835892,aaaawesome
190835892,aaabjw
190835892,aaac5246
190835892,aaaccc2002
190835892,aaage94
190835892,aaagg98
190835892,aaaheroaaa
190835892,aaaiiidddcc
190835892,aaasdasdsa2
190835892,aaasss7101
190835892,aaaxxxzzzt
190835892,aabb1238
190835892,aabb30
190835892,aabb3913
190835892,aabb5901
190835892,aabb904
190835892,aabbabac
190835892,aabbcc0224
190835892,aabbcc88
190835892,aabcdh
190835892,aaboy2222
190835892,aabslon
190835892,aadiablo
190835892,aadykm
190835892,aaee33aaee33
190835892,aaggkk13
190835892,aaggnn2020
190835892,aainsir
190835892,aajajdjr
190835892,aajdkdjdk
190835892,aak909tt
190835892,aakim0
190835892,aalstkd
190835892,aamanbo
190835892,aanng77
190835892,aaod44
190835892,aaong85
190835892,aaooaaoo123
190835892,aaorwn
190835892,aapox642
190835892,aaqqg
190835892,aaron24478
190835892,aaron4rt
190835892,aaron6539
190835892,aaron_kr
190835892,aasassssshgyh
190835892,aasd70720101
190835892,aasrf
190835892,aass1164
190835892,aasssa1225
190835892,aassz11
190835892,aatadp4
190835892,aatitself
190835892,aatjdwls
190835892,aatnwhd
190835892,aawwk7
190835892,aazaaza
190835892,aazz330077
190835892,ab0062078
190835892,ab0215
190835892,ab0308
190835892,ab0566
190835892,ab08887
190835892,ab308
190835892,ab3530
190835892,ab35310
190835892,ab4330877
190835892,ab445786
190835892,aba1031
190835892,aba2900
190835892,aba4547
190835892,aba4647
190835892,ababbaaa
190835892,abal112
190835892,abapk
190835892,abbaya
190835892,abbcccdddd1234
190835892,abbelic0
190835892,abbit697
190835892,abc030507
190835892,abc1271
190835892,abc2005
190835892,abc3465
190835892,abc3563
190835892,abc3717
190835892,abc41021
190835892,abc426207
190835892,abc610271
190835892,abc69182
190835892,abc8410
190835892,abc894399429
190835892,abcbji
190835892,abcboyadd
190835892,abccdd177
190835892,abcd12228a
190835892,abcd1248
190835892,abcd3686
190835892,abcd5808
190835892,abcd6474
190835892,abcd95753
190835892,abcd97ho
190835892,abcddks
190835892,abcdefg3585
190835892,abcdefgks
190835892,abcdf
190835892,abcdksy
190835892,abcdl0408
190835892,abcdself
190835892,abcdwxyz1298
190835892,abcefgggg
190835892,abcgary
190835892,abcgg1996
190835892,abcgmltn1
190835892,abcha159
190835892,abckimjulee
190835892,abckj26
190835892,abclegacy
190835892,abcross75
190835892,abd6274
190835892,abdcedfeg
190835892,abeen02156
190835892,abel__1234
190835892,abelianh
190835892,abellec
190835892,abelmk
190835892,abend0725
190835892,abfzcx
190835892,abi935
190835892,abigail0403
190835892,abigdookie
190835892,abilitycraft9
190835892,abipluse
190835892,abirato21
190835892,abj801
190835892,abj9857
190835892,ablestboy
190835892,abnc7
190835892,abngtv
190835892,abnor
190835892,abnwekl
190835892,abonycllic
190835892,aboss99
190835892,about0006
190835892,aboutdoubt
190835892,aboutsong
190835892,abppc54
190835892,abrahambence
190835892,abriuop
190835892,abroadmion
190835892,abs123311
190835892,abs514
190835892,abs6532
190835892,absdwwf
190835892,absence114
190835892,absolutemaner
190835892,abss0491
190835892,abstinate
190835892,absurdk2014
190835892,abyooooo
190835892,abyou12
190835892,abyss7551
190835892,abyssiny
190835892,abyssmaker
190835892,aca466
190835892,academy_lee
190835892,acar0088
190835892,acatev
190835892,acatuki
190835892,acaugood_1004
190835892,acb9875
190835892,acbhyu11
190835892,acbuacbu
190835892,acc1109
190835892,acc1247
190835892,acc5675
190835892,accel777
190835892,accellingstar
190835892,accessok
190835892,accionto
190835892,accounthan
190835892,accx827
190835892,acd1211
190835892,acdc911
190835892,acdsh22
190835892,ace0752
190835892,ace1031106
190835892,ace106102
190835892,ace134
190835892,ace2247
190835892,ace5283
190835892,ace76368
190835892,ace9161
190835892,aceaaaaa
190835892,aceabuser23
190835892,aceandrew0
190835892,aceapcarry1030
190835892,acedennis
190835892,acedia17
190835892,acedog331
190835892,aceking1214
190835892,acelatte
190835892,acemople
190835892,aceone98
190835892,acero0512
190835892,acesnj04
190835892,aceus777
190835892,aceyang_07
190835892,acg9709
190835892,acgoj
190835892,ach0515
190835892,ach7714
190835892,achamoth
190835892,ache8659
190835892,achen0412
190835892,achenaplot
190835892,acherry88
190835892,achess9981
190835892,achi5183
190835892,achies01
190835892,achingj
190835892,achmage234
190835892,achoo76
190835892,aci3978
190835892,acid0510
190835892,acidaddicted
190835892,acinsua
190835892,acjoji
190835892,acjy1208
190835892,ackerman502
190835892,acm0209
190835892,acme5173
190835892,acmella
190835892,acmilani12
190835892,acoaco22
190835892,acoolia
190835892,acore1
190835892,acosmos496
190835892,acoumaroo
190835892,acquaint7
190835892,acrata1610
190835892,acrem85
190835892,across0617
190835892,acrossfrom
190835892,acrosssung
190835892,acrux8
190835892,acst7391
190835892,act0037
190835892,act128
190835892,actaeon95
190835892,acterysh
190835892,action0108
190835892,actionby
190835892,actionkamyun
190835892,actionwhee1
190835892,actony411
190835892,acts1731
190835892,actto828
190835892,acttomax32
190835892,acupoint
190835892,acvus
190835892,acwoobin20
190835892,acy323
190835892,ad010120
190835892,ad2048
190835892,ad3ptyy
190835892,ad43211
190835892,ad8989
